paper_community,reference_community,year,citations
robotics,robotics,2016,10355
robotics,robotics,2017,5074
robotics,security,2001,1
robotics,security,2005,1
robotics,security,2007,1
robotics,security,2008,1
robotics,security,2010,1
robotics,security,2011,3
robotics,security,2012,1
robotics,security,2013,2
robotics,security,2014,6
robotics,security,2015,7
robotics,security,2016,4
robotics,security,2017,3
robotics,signal processing,1993,4
robotics,signal processing,1994,1
robotics,signal processing,1995,2
robotics,signal processing,1996,8
robotics,signal processing,1997,3
robotics,signal processing,1998,11
robotics,signal processing,1999,11
robotics,signal processing,2000,17
robotics,signal processing,2001,20
robotics,signal processing,2002,11
robotics,signal processing,2003,21
robotics,signal processing,2004,27
robotics,signal processing,2005,67
robotics,signal processing,2006,47
robotics,signal processing,2007,85
robotics,signal processing,2008,67
robotics,signal processing,2009,76
robotics,signal processing,2010,110
robotics,signal processing,2011,123
robotics,signal processing,2012,96
robotics,signal processing,2013,128
robotics,signal processing,2014,151
robotics,signal processing,2015,173
robotics,signal processing,2016,177
robotics,signal processing,2017,70
robotics,software systems,1990,6
robotics,software systems,1991,9
robotics,software systems,1992,15
robotics,software systems,1993,7
robotics,software systems,1994,12
robotics,software systems,1995,10
robotics,software systems,1996,7
robotics,software systems,1997,13
robotics,software systems,1998,4
robotics,software systems,1999,18
robotics,software systems,2000,6
robotics,software systems,2001,6
robotics,software systems,2002,23
robotics,software systems,2003,8
robotics,software systems,2004,13
robotics,software systems,2005,15
robotics,software systems,2006,4
robotics,software systems,2007,3
robotics,software systems,2008,8
robotics,software systems,2009,7
robotics,software systems,2010,11
robotics,software systems,2011,8
robotics,software systems,2012,16
robotics,software systems,2013,9
robotics,software systems,2014,9
robotics,software systems,2015,21
robotics,software systems,2016,5
robotics,software systems,2017,13
robotics,systems,1992,2
robotics,systems,1993,5
robotics,systems,1994,2
robotics,systems,1995,2
robotics,systems,1996,2
robotics,systems,1997,1
robotics,systems,1998,5
robotics,systems,1999,1
robotics,systems,2000,5
robotics,systems,2001,2
robotics,systems,2002,7
robotics,systems,2003,5
robotics,systems,2004,6
robotics,systems,2005,9
robotics,systems,2006,7
robotics,systems,2007,7
robotics,systems,2008,9
robotics,systems,2009,6
robotics,systems,2010,9
robotics,systems,2011,10
robotics,systems,2012,11
robotics,systems,2013,6
robotics,systems,2014,10
robotics,systems,2015,10
robotics,systems,2016,14
robotics,systems,2017,5
robotics,theory,1990,24
robotics,theory,1991,17
robotics,theory,1992,31
robotics,theory,1993,23
robotics,theory,1994,60
robotics,theory,1995,31
robotics,theory,1996,46
robotics,theory,1997,50
robotics,theory,1998,42
robotics,theory,1999,62
robotics,theory,2000,63
robotics,theory,2001,73
robotics,theory,2002,73
robotics,theory,2003,36
robotics,theory,2004,46
robotics,theory,2005,79
robotics,theory,2006,56
robotics,theory,2007,52
robotics,theory,2008,58
robotics,theory,2009,43
robotics,theory,2010,60
robotics,theory,2011,64
robotics,theory,2012,53
robotics,theory,2013,60
robotics,theory,2014,63
robotics,theory,2015,48
robotics,theory,2016,60
robotics,theory,2017,28
robotics,vision,1990,56
robotics,vision,1991,83
robotics,vision,1992,165
robotics,vision,1993,149
robotics,vision,1994,183
robotics,vision,1995,218
robotics,vision,1996,205
robotics,vision,1997,280
robotics,vision,1998,252
robotics,vision,1999,288
robotics,vision,2000,433
robotics,vision,2001,338
robotics,vision,2002,338
robotics,vision,2003,412
robotics,vision,2004,474
robotics,vision,2005,702
robotics,vision,2006,597
robotics,vision,2007,853
robotics,vision,2008,800
robotics,vision,2009,863
robotics,vision,2010,1326
robotics,vision,2011,1555
robotics,vision,2012,1224
robotics,vision,2013,1203
robotics,vision,2014,1554
robotics,vision,2015,1560
robotics,vision,2016,1694
robotics,vision,2017,713
security,ai,1991,1
security,ai,1992,1
security,ai,1993,1
security,ai,1994,1
security,ai,1997,2
security,ai,1998,1
security,ai,1999,3
security,ai,2000,2
security,ai,2001,2
security,ai,2003,1
security,ai,2004,2
security,ai,2005,7
security,ai,2006,7
security,ai,2007,35
security,ai,2008,26
security,ai,2009,33
security,ai,2010,45
security,ai,2011,48
security,ai,2012,92
security,ai,2013,114
security,ai,2014,175
security,ai,2015,230
security,ai,2016,253
security,ai,2017,118
security,bioinformatics,2006,2
security,bioinformatics,2007,1
security,bioinformatics,2008,1
security,bioinformatics,2009,3
security,bioinformatics,2012,4
security,bioinformatics,2013,3
security,bioinformatics,2014,10
security,bioinformatics,2015,9
security,bioinformatics,2016,15
security,bioinformatics,2017,4
security,computational linguistics,2001,1
security,computational linguistics,2004,1
security,computational linguistics,2007,5
security,computational linguistics,2008,3
security,computational linguistics,2010,3
security,computational linguistics,2011,5
security,computational linguistics,2012,16
security,computational linguistics,2013,8
security,computational linguistics,2014,16
security,computational linguistics,2015,14
security,computational linguistics,2016,16
security,computational linguistics,2017,28
security,data mining,1991,2
security,data mining,1993,1
security,data mining,1995,1
security,data mining,1996,2
security,data mining,1997,6
security,data mining,1999,3
security,data mining,2003,2
security,data mining,2004,7
security,data mining,2005,15
security,data mining,2006,9
security,data mining,2007,15
security,data mining,2008,13
security,data mining,2009,33
security,data mining,2010,40
security,data mining,2011,35
security,data mining,2012,85
security,data mining,2013,76
security,data mining,2014,109
security,data mining,2015,142
security,data mining,2016,150
security,data mining,2017,61
security,databases,1990,4
security,databases,1991,2
security,databases,1992,1
security,databases,1993,1
security,databases,1994,1
security,databases,1995,2
security,databases,1996,2
security,databases,1997,6
security,databases,1998,1
security,databases,1999,9
security,databases,2000,3
security,databases,2001,2
security,databases,2002,3
security,databases,2003,2
security,databases,2004,19
security,databases,2005,22
security,databases,2006,25
security,databases,2007,32
security,databases,2008,40
security,databases,2009,73
security,databases,2010,108
security,databases,2011,103
security,databases,2012,210
security,databases,2013,182
security,databases,2014,238
security,databases,2015,276
security,databases,2016,318
security,databases,2017,120
security,graphics,1996,2
security,graphics,1999,1
security,graphics,2002,2
security,graphics,2005,2
security,graphics,2007,4
security,graphics,2008,15
security,graphics,2009,9
security,graphics,2010,7
security,graphics,2011,14
security,graphics,2012,22
security,graphics,2013,15
security,graphics,2014,14
security,graphics,2015,11
security,graphics,2016,15
security,graphics,2017,10
security,hci,1996,1
security,hci,2001,2
security,hci,2002,1
security,hci,2005,1
security,hci,2006,1
security,hci,2007,3
security,hci,2008,1
security,hci,2009,3
security,hci,2010,4
security,hci,2011,3
security,hci,2012,5
security,hci,2013,4
security,hci,2014,20
security,hci,2015,12
security,hci,2016,19
security,hci,2017,12
security,information theory,1990,4
security,information theory,1991,20
security,information theory,1992,25
security,information theory,1993,10
security,information theory,1994,24
security,information theory,1995,18
security,information theory,1996,32
security,information theory,1997,21
security,information theory,1998,18
security,information theory,1999,27
security,information theory,2000,35
security,information theory,2001,42
security,information theory,2002,20
security,information theory,2003,16
security,information theory,2004,37
security,information theory,2005,30
security,information theory,2006,83
security,information theory,2007,57
security,information theory,2008,97
security,information theory,2009,135
security,information theory,2010,86
security,information theory,2011,336
security,information theory,2012,284
security,information theory,2013,301
security,information theory,2014,248
security,information theory,2015,395
security,information theory,2016,422
security,information theory,2017,189
security,medical informatics,2008,5
security,medical informatics,2009,1
security,medical informatics,2010,3
security,medical informatics,2011,9
security,medical informatics,2012,12
security,medical informatics,2013,9
security,medical informatics,2014,21
security,medical informatics,2015,39
security,medical informatics,2016,141
security,medical informatics,2017,9
security,multimedia,2001,1
security,multimedia,2002,2
security,multimedia,2005,1
security,multimedia,2006,51
security,multimedia,2007,57
security,multimedia,2008,48
security,multimedia,2009,39
security,multimedia,2010,68
security,multimedia,2011,66
security,multimedia,2012,107
security,multimedia,2013,106
security,multimedia,2014,136
security,multimedia,2015,163
security,multimedia,2016,210
security,multimedia,2017,91
security,networks,1990,2
security,networks,1991,5
security,networks,1992,3
security,networks,1993,3
security,networks,1994,13
security,networks,1995,7
security,networks,1996,11
security,networks,1997,5
security,networks,1998,6
security,networks,1999,6
security,networks,2000,20
security,networks,2001,13
security,networks,2002,19
security,networks,2003,30
security,networks,2004,66
security,networks,2005,76
security,networks,2006,63
security,networks,2007,113
security,networks,2008,175
security,networks,2009,198
security,networks,2010,205
security,networks,2011,484
security,networks,2012,445
security,networks,2013,561
security,networks,2014,775
security,networks,2015,1130
security,networks,2016,1583
security,networks,2017,374
security,robotics,2007,2
security,robotics,2008,1
security,robotics,2011,3
security,robotics,2012,3
security,robotics,2013,6
security,robotics,2014,7
security,robotics,2015,3
security,robotics,2016,2
security,robotics,2017,1
security,security,1990,75
security,security,1991,118
security,security,1992,58
security,security,1993,69
security,security,1994,89
security,security,1995,77
security,security,1996,93
security,security,1997,74
security,security,1998,92
security,security,1999,111
security,security,2000,169
security,security,2001,151
security,security,2002,174
security,security,2003,202
security,security,2004,335
security,security,2005,471
security,security,2006,482
security,security,2007,454
security,security,2008,615
security,security,2009,820
security,security,2010,842
security,security,2011,1158
security,security,2012,1610
security,security,2013,1545
security,security,2014,2253
security,security,2015,2799
security,security,2016,2846
security,security,2017,912
security,signal processing,2002,1
security,signal processing,2004,2
security,signal processing,2005,5
security,signal processing,2006,117
security,signal processing,2007,157
security,signal processing,2008,139
security,signal processing,2009,158
security,signal processing,2010,132
security,signal processing,2011,218
security,signal processing,2012,233
security,signal processing,2013,350
security,signal processing,2014,390
security,signal processing,2015,584
security,signal processing,2016,579
security,signal processing,2017,282
security,software systems,1990,9
security,software systems,1991,17
security,software systems,1992,9
security,software systems,1993,9
security,software systems,1994,7
security,software systems,1995,10
security,software systems,1996,12
security,software systems,1997,13
security,software systems,1998,13
security,software systems,1999,12
security,software systems,2000,10
security,software systems,2001,22
security,software systems,2002,10
security,software systems,2003,58
security,software systems,2004,44
security,software systems,2005,34
security,software systems,2006,52
security,software systems,2007,51
security,software systems,2008,55
security,software systems,2009,65
security,software systems,2010,76
security,software systems,2011,138
security,software systems,2012,116
security,software systems,2013,127
security,software systems,2014,176
security,software systems,2015,204
security,software systems,2016,197
security,software systems,2017,70
security,systems,1996,2
security,systems,1997,1
security,systems,1998,1
security,systems,2001,3
security,systems,2002,2
security,systems,2003,4
security,systems,2004,11
security,systems,2005,24
security,systems,2006,31
security,systems,2007,42
security,systems,2008,28
security,systems,2009,62
security,systems,2010,59
security,systems,2011,87
security,systems,2012,141
security,systems,2013,119
security,systems,2014,161
security,systems,2015,300
security,systems,2016,384
security,systems,2017,131
security,theory,1990,15
security,theory,1991,45
security,theory,1992,12
security,theory,1993,15
security,theory,1994,13
security,theory,1995,20
security,theory,1996,26
security,theory,1997,21
security,theory,1998,33
security,theory,1999,30
security,theory,2000,50
security,theory,2001,45
